Cast Vote Record,Precinct,Ballot Style,1st Choice Council Member At Large Seat B City of Minnetonka,2nd Choice Council Member At Large Seat B City of Minnetonka,3rd Choice Council Member At Large Seat B City of Minnetonka
27079,MINNETONKA W-1 P-F,MINNETONKA W-1 P-F,undervote,undervote,undervote
27080,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,undervote,undervote,undervote
27081,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Jim Hadley,Daniel Kral,Ash Patel
27082,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Jim Hadley,Daniel Kral,Ash Patel
27083,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Jim Hadley,Stacy Cranbrook,undervote
27084,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Jim Hadley,Daniel Kral,Kimberly Wilburn
27085,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Jim Hadley,Daniel Kral,Kimberly Wilburn
27086,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Ash Patel,undervote,undervote
27087,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Ash Patel,undervote,undervote
27088,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Stacy Cranbrook,Jim Hadley,undervote
27089,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Daniel Kral,Stacy Cranbrook
27090,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,undervote
27091,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Daniel Kral,Kimberly Wilburn,undervote
27092,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,undervote,undervote,undervote
27093,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Daniel Kral,Kimberly Wilburn,undervote
27094,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,undervote,undervote
27095,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,undervote,undervote
27096,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,undervote,undervote,undervote
27097,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
27098,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Ash Patel,Ash Patel,Ash Patel
27099,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
27100,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
27101,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
27102,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Jim Hadley,Stacy Cranbrook
27103,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,undervote,undervote,undervote
27104,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,undervote
27105,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,undervote,undervote,undervote
27106,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,undervote
27107,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
27108,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
27109,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
27110,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Stacy Cranbrook,Jim Hadley
27111,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Stacy Cranbrook,Jim Hadley
27112,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,Daniel Kral
27113,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,undervote
27114,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,undervote
27115,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
27116,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,undervote
27117,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Ash Patel,Daniel Kral,Jim Hadley
27118,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,Kimberly Wilburn
27119,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,undervote
27120,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,undervote,undervote,undervote
27121,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Daniel Kral,undervote
27122,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Daniel Kral,Stacy Cranbrook
27123,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,undervote,undervote,undervote
27124,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,undervote
27125,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
27126,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Ash Patel,undervote,undervote
27127,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,undervote,undervote,undervote
27128,MINNETONKA W-2 P-A,MINNETONKA W-2 P-A,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
27129,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
27130,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Jim Hadley,Daniel Kral,Kimberly Wilburn
27131,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Daniel Kral,Ash Patel
27132,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,undervote,undervote
27133,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Stacy Cranbrook,undervote,undervote
27134,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Daniel Kral,Jim Hadley,Ash Patel
27135,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Jim Hadley,undervote
27136,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,undervote,undervote,undervote
27137,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Stacy Cranbrook,undervote
27138,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
27139,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
27140,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Stacy Cranbrook,Daniel Kral,Kimberly Wilburn
27141,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,undervote,undervote,undervote
27142,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Daniel Kral,undervote,undervote
27143,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,undervote,undervote,undervote
27144,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
27145,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Ash Patel,Daniel Kral,Kimberly Wilburn
27146,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Daniel Kral,Ash Patel,undervote
27147,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Jim Hadley,undervote,undervote
27148,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Ash Patel,Daniel Kral
27149,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Stacy Cranbrook,undervote,undervote
27150,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Ash Patel,undervote
27151,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Ash Patel,Daniel Kral
27152,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,undervote,undervote
27153,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Daniel Kral,Jim Hadley,Stacy Cranbrook
27154,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,undervote,undervote,undervote
27155,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Ash Patel,undervote
27156,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
27157,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,undervote,undervote
27158,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Jim Hadley,undervote,undervote
27159,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Ash Patel,undervote,undervote
27160,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Ash Patel,undervote
27161,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Ash Patel,Stacy Cranbrook,Kimberly Wilburn
27162,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Ash Patel,Stacy Cranbrook,Kimberly Wilburn
27163,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Ash Patel,undervote,undervote
27164,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Ash Patel,undervote,undervote
27165,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Jim Hadley,Daniel Kral,Kimberly Wilburn
27166,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
27167,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Ash Patel,Kimberly Wilburn,undervote
27168,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
27169,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,undervote,undervote,undervote
27170,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Ash Patel,undervote
27171,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Daniel Kral,Ash Patel
27172,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,undervote,undervote
27173,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Ash Patel,undervote
27174,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
27175,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
27176,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Jim Hadley,undervote,undervote
27177,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,undervote,undervote
27178,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Daniel Kral,undervote,undervote
27179,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,undervote,undervote
27180,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
27181,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Jim Hadley,undervote,undervote
27182,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Daniel Kral,Jim Hadley,undervote
27183,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Jim Hadley,undervote,undervote
27184,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,undervote,undervote,undervote
27185,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Daniel Kral,Ash Patel,undervote
27186,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Daniel Kral,Daniel Kral,overvote
27187,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,undervote,undervote
27188,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Ash Patel,Kimberly Wilburn,undervote
27189,MINNETONKA W-2 P-B,MINNETONKA W-2 P-B,Kimberly Wilburn,Ash Patel,undervote
27190,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,undervote,undervote
27191,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,undervote,undervote,undervote
27192,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,undervote,undervote
27193,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
27194,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
27195,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
27196,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Ash Patel,undervote
27197,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,undervote,undervote
27198,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,undervote,undervote
27199,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Stacy Cranbrook,Stacy Cranbrook
27200,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Ash Patel,undervote,undervote
27201,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Jim Hadley,undervote
27202,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,undervote,undervote
27203,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,undervote,undervote
27204,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Ash Patel,Kimberly Wilburn,Daniel Kral
27205,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Ash Patel,undervote,undervote
27206,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Ash Patel,undervote,undervote
27207,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Stacy Cranbrook,Kimberly Wilburn,Ash Patel
27208,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Ash Patel,Daniel Kral,undervote
27209,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,undervote,undervote,undervote
27210,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
27211,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
27212,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Ash Patel,undervote
27213,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
27214,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Ash Patel,Kimberly Wilburn,Daniel Kral
27215,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Ash Patel,undervote
27216,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Stacy Cranbrook,Kimberly Wilburn
27217,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Jim Hadley,Stacy Cranbrook
27218,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Jim Hadley,Ash Patel,Stacy Cranbrook
27219,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,undervote,undervote,undervote
27220,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Ash Patel,undervote,undervote
27221,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Stacy Cranbrook,undervote
27222,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,undervote,undervote,undervote
27223,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Jim Hadley,undervote,undervote
27224,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Jim Hadley,undervote,undervote
27225,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,undervote,undervote
27226,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
27227,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Daniel Kral,Ash Patel,undervote
27228,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Jim Hadley,Daniel Kral
27229,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,undervote,undervote
27230,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,undervote,undervote
27231,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Ash Patel,Jim Hadley,Stacy Cranbrook
27232,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Jim Hadley,Stacy Cranbrook
27233,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Jim Hadley,Kimberly Wilburn,undervote
27234,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Jim Hadley,undervote
27235,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Jim Hadley,Daniel Kral,Stacy Cranbrook
27236,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Jim Hadley,Daniel Kral,Stacy Cranbrook
27237,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Kimberly Wilburn,Ash Patel,
27238,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Daniel Kral,Daniel Kral,Kimberly Wilburn
27239,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Stacy Cranbrook,Jim Hadley,Daniel Kral
27240,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Stacy Cranbrook,Ash Patel,Daniel Kral
27241,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Jim Hadley,Daniel Kral,undervote
27242,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Jim Hadley,undervote,undervote
27243,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Jim Hadley,undervote,undervote
27244,MINNETONKA W-2 P-C,MINNETONKA W-2 P-C,Stacy Cranbrook,Jim Hadley,Kimberly Wilburn
27245,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 283,,undervote,undervote
27246,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Ash Patel,undervote
27247,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Stacy Cranbrook,Ash Patel,Jim Hadley
27248,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,undervote,undervote
27249,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Ash Patel,undervote
27250,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Ash Patel,Kimberly Wilburn,Daniel Kral
27251,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Ash Patel,Daniel Kral
27252,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,undervote,undervote
27253,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
27254,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Stacy Cranbrook,Jim Hadley,Ash Patel
27255,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Ash Patel,undervote
27256,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Ash Patel,undervote,undervote
27257,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Ash Patel,Jim Hadley,Daniel Kral
27258,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
27259,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Stacy Cranbrook,Jim Hadley
27260,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Stacy Cranbrook,undervote
27261,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Jim Hadley,undervote,undervote
27262,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,undervote,undervote
27263,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 283,Jim Hadley,undervote,undervote
27264,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Stacy Cranbrook,Kimberly Wilburn,Ash Patel
27265,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Ash Patel,Kimberly Wilburn,Daniel Kral
27266,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Jim Hadley,undervote,undervote
27267,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Kimberly Wilburn,undervote
27268,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Jim Hadley,Kimberly Wilburn,Ash Patel
27269,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Ash Patel,Daniel Kral,undervote
27270,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
27271,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Ash Patel,Kimberly Wilburn,Daniel Kral
27272,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 283,,undervote,undervote
27273,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
27274,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Ash Patel,undervote
27275,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Stacy Cranbrook,undervote
27276,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Ash Patel,undervote
27277,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,undervote,undervote
27278,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Ash Patel,Kimberly Wilburn,Jim Hadley
27279,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Kimberly Wilburn,Jim Hadley,undervote
27280,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Jim Hadley,Kimberly Wilburn,Stacy Cranbrook
27281,MINNETONKA W-2 P-E,MINNETONKA W-2 P-E ISD 270,Ash Patel,undervote,undervote
27282,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
27283,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,undervote,Daniel Kral,Stacy Cranbrook
27284,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
27285,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
27286,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Ash Patel,undervote,undervote
27287,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Jim Hadley,undervote,undervote
27288,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Kimberly Wilburn,Ash Patel,Jim Hadley
27289,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Kimberly Wilburn,Ash Patel,undervote
27290,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Kimberly Wilburn,Kimberly Wilburn,undervote
27291,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,undervote,undervote,undervote
27292,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,undervote,undervote,undervote
27293,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,undervote,undervote,undervote
27294,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
27295,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Ash Patel,Daniel Kral,Jim Hadley
27296,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Jim Hadley,undervote,undervote
27297,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Jim Hadley,Kimberly Wilburn,Jim Hadley
27298,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Kimberly Wilburn,undervote,undervote
27299,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Kimberly Wilburn,undervote,undervote
27300,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
27301,MINNETONKA W-3 P-A,MINNETONKA W-3 P-A,undervote,undervote,undervote
27302,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
27303,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Jim Hadley,Stacy Cranbrook,undervote
27304,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Kimberly Wilburn,Ash Patel,undervote
27305,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Stacy Cranbrook,Kimberly Wilburn,Jim Hadley
27306,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Daniel Kral,Jim Hadley,Stacy Cranbrook
27307,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Jim Hadley,undervote,undervote
27308,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Jim Hadley,Daniel Kral,Stacy Cranbrook
27309,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Jim Hadley,Daniel Kral,Stacy Cranbrook
27310,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Stacy Cranbrook,undervote,undervote
27311,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Kimberly Wilburn,Ash Patel,Kimberly Wilburn
27312,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Daniel Kral,Ash Patel,Kimberly Wilburn
27313,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Ash Patel,undervote,undervote
27314,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Jim Hadley,Kimberly Wilburn,Ash Patel
27315,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Ash Patel,Ash Patel,Ash Patel
27316,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
27317,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Ash Patel,Stacy Cranbrook,Kimberly Wilburn
27318,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Kimberly Wilburn,undervote,undervote
27319,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Daniel Kral,Stacy Cranbrook,Ash Patel
27320,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Kimberly Wilburn,undervote,undervote
27321,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Ash Patel,Ash Patel,Ash Patel
27322,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Stacy Cranbrook,Kimberly Wilburn,Ash Patel
27323,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
27324,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Kimberly Wilburn,undervote,undervote
27325,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,Ash Patel,Daniel Kral,Stacy Cranbrook
27326,MINNETONKA W-2 P-D,MINNETONKA W-2 P-D,undervote,undervote,undervote
